state_code,lga_code,name,code
SOK,SOK-GUD,AWULKITI,SOK-GUD-07
SOK,SOK-GUD,MARAKEN BORI,SOK-GUD-09
SOK,SOK-GUD,BALLE,SOK-GUD-06
SOK,SOK-GUD,KURDULA,SOK-GUD-05
SOK,SOK-GUD,TULUN DOYA,SOK-GUD-10
SOK,SOK-GUD,GWAZANGE/BOTO,SOK-GUD-04
SOK,SOK-GUD,KARFEN SARKI,SOK-GUD-01
SOK,SOK-GUD,KARFEN CHANA,SOK-GUD-08
SOK,SOK-GUD,CHILAS/MAKUYA,SOK-GUD-02
SOK,SOK-GUD,BACHAKA,SOK-GUD-03
SOK,SOK-BIN,GAWAZZAI,SOK-BIN-03
SOK,SOK-BIN,JAMALI,SOK-BIN-05
SOK,SOK-BIN,TUDUN KOSE,SOK-BIN-10
SOK,SOK-BIN,BINJI,SOK-BIN-01
SOK,SOK-BIN,INNAME,SOK-BIN-04
SOK,SOK-BIN,SAMAMA,SOK-BIN-07
SOK,SOK-BIN,MAIKULKI,SOK-BIN-06
SOK,SOK-BIN,BUNKARI,SOK-BIN-02
SOK,SOK-BIN,SORON GABAS,SOK-BIN-09
SOK,SOK-BIN,SORO YAMMA,SOK-BIN-08
SOK,SOK-TAN,RUWA WURI,SOK-TAN-02
SOK,SOK-TAN,SAKKWAI,SOK-TAN-10
SOK,SOK-TAN,SALEWA,SOK-TAN-04
SOK,SOK-TAN,MAGONHO,SOK-TAN-09
SOK,SOK-TAN,TANGAZA,SOK-TAN-01
SOK,SOK-TAN,RAKA,SOK-TAN-03
SOK,SOK-TAN,SUTTI,SOK-TAN-06
SOK,SOK-TAN,GIDAN MADI,SOK-TAN-05
SOK,SOK-TAN,KALANJENI,SOK-TAN-08
SOK,SOK-TAN,KWACCE HURU,SOK-TAN-07
SOK,SOK-GWA,ASARA AREWA,SOK-GWA-01
SOK,SOK-GWA,GIGANE,SOK-GWA-07
SOK,SOK-GWA,ASARA KUDU,SOK-GWA-02
SOK,SOK-GWA,SALAME,SOK-GWA-11
SOK,SOK-GWA,MAMMANDE,SOK-GWA-10
SOK,SOK-GWA,HUCHI,SOK-GWA-09
SOK,SOK-GWA,CHIMOLA AREWA,SOK-GWA-05
SOK,SOK-GWA,CHIMMOLA KUDU,SOK-GWA-04
SOK,SOK-GWA,GIDAN KAYA,SOK-GWA-06
SOK,SOK-GWA,GWADABAWA,SOK-GWA-08
SOK,SOK-GWA,ATAKWANYO,SOK-GWA-03
SOK,SOK-ILL,KALMALO,SOK-ILL-09
SOK,SOK-ILL,ILLELA,SOK-ILL-08
SOK,SOK-ILL,ARABA,SOK-ILL-01
SOK,SOK-ILL,RUNGUMAWA GATTI,SOK-ILL-10
SOK,SOK-ILL,TOZAI,SOK-ILL-11
SOK,SOK-ILL,GIDAN HAMMA,SOK-ILL-06
SOK,SOK-ILL,DARNA TSOLAWO,SOK-ILL-04
SOK,SOK-ILL,DARNA SABON GARI,SOK-ILL-03
SOK,SOK-ILL,GARU,SOK-ILL-05
SOK,SOK-ILL,GIDAN KATTA,SOK-ILL-07
SOK,SOK-ILL,DAMBA,SOK-ILL-02
SOK,SOK-GAD,KADADI,SOK-GAD-04
SOK,SOK-GAD,KYADAWA-HOLAI,SOK-GAD-10
SOK,SOK-GAD,GADA,SOK-GAD-01
SOK,SOK-GAD,ILA/DUKAMAJE,SOK-GAD-03
SOK,SOK-GAD,GILBADI,SOK-GAD-02
SOK,SOK-GAD,TSITSE,SOK-GAD-11
SOK,SOK-GAD,KADDI,SOK-GAD-06
SOK,SOK-GAD,KAFFE,SOK-GAD-07
SOK,SOK-GAD,KWARMA,SOK-GAD-09
SOK,SOK-GAD,KADASAKA,SOK-GAD-05
SOK,SOK-GAD,KIRI,SOK-GAD-08
SOK,SOK-SAB,TSAMAYE,SOK-SAB-10
SOK,SOK-SAB,UNGUWAR LALLE,SOK-SAB-11
SOK,SOK-SAB,LAJINGE,SOK-SAB-05
SOK,SOK-SAB,MAKUWANA,SOK-SAB-06
SOK,SOK-SAB,KURAWA,SOK-SAB-04
SOK,SOK-SAB,S-BIRNI WEST,SOK-SAB-08
SOK,SOK-SAB,S-BIRNI EAST,SOK-SAB-07
SOK,SOK-SAB,TARA,SOK-SAB-09
SOK,SOK-SAB,GATAWA,SOK-SAB-02
SOK,SOK-SAB,GANGARA,SOK-SAB-01
SOK,SOK-SAB,KALGO,SOK-SAB-03
SOK,SOK-ISA,TIDIBALE,SOK-ISA-05
SOK,SOK-ISA,TSABREN SARKIN DARAI,SOK-ISA-04
SOK,SOK-ISA,TURBA,SOK-ISA-05
SOK,SOK-ISA,ISA NORTH,SOK-ISA-02
SOK,SOK-ISA,ISA SOUTH,SOK-ISA-03
SOK,SOK-ISA,BARGAJA,SOK-ISA-01
SOK,SOK-ISA,TOZAI,SOK-ISA-08
SOK,SOK-ISA,GEBE  B,SOK-ISA-10
SOK,SOK-ISA,YANFAKO,SOK-ISA-07
SOK,SOK-ISA,GEBE  A,SOK-ISA-09
SOK,SOK-GOR,KWAKWAZO,SOK-GOR-07
SOK,SOK-GOR,SHINAKA,SOK-GOR-10
SOK,SOK-GOR,BIRJINGO,SOK-GOR-01
SOK,SOK-GOR,TAKAKUME,SOK-GOR-11
SOK,SOK-GOR,RIMAWA,SOK-GOR-08
SOK,SOK-GOR,GORONYO,SOK-GOR-04
SOK,SOK-GOR,KOJIYO,SOK-GOR-06
SOK,SOK-GOR,BOYEKA I,SOK-GOR-02
SOK,SOK-GOR,KAGARA,SOK-GOR-05
SOK,SOK-GOR,S-GARI DOLE-DAN-TASAKKO,SOK-GOR-09
SOK,SOK-GOR,GIYAWA,SOK-GOR-03
SOK,SOK-WUR,DIMBISO,SOK-WUR-05
SOK,SOK-WUR,KWARGABA,SOK-WUR-07
SOK,SOK-WUR,MARAFA,SOK-WUR-11
SOK,SOK-WUR,MAGARYA,SOK-WUR-10
SOK,SOK-WUR,DANKEMU,SOK-WUR-04
SOK,SOK-WUR,LAHODU/G/BANGO,SOK-WUR-09
SOK,SOK-WUR,DINAWA,SOK-WUR-06
SOK,SOK-WUR,CHACHO-MARNONA,SOK-WUR-03
SOK,SOK-WUR,KWASARE/SISAWA,SOK-WUR-08
SOK,SOK-WUR,ACHIDA,SOK-WUR-01
SOK,SOK-WUR,ALKAMMU-GYELGYEL,SOK-WUR-02
SOK,SOK-RAB,GAWAKUKE,SOK-RAB-03
SOK,SOK-RAB,RABAH,SOK-RAB-06
SOK,SOK-RAB,TURSA,SOK-RAB-10
SOK,SOK-RAB,KURYA,SOK-RAB-05
SOK,SOK-RAB,GANDI 'A',SOK-RAB-01
SOK,SOK-RAB,GANDI 'B',SOK-RAB-02
SOK,SOK-RAB,TSAMIYA,SOK-RAB-09
SOK,SOK-RAB,YAR TSAKUWA,SOK-RAB-11
SOK,SOK-RAB,RARA,SOK-RAB-07
SOK,SOK-RAB,GWADDODI/GIDAN BU WAI,SOK-RAB-04
SOK,SOK-RAB,RIJI/MAIKUJERA,SOK-RAB-08
SOK,SOK-KWA,SERIKI BIRNI/GIDAN KARMA,SOK-KWA-09
SOK,SOK-KWA,BANKANU/RIJIYARKADE,SOK-KWA-01
SOK,SOK-KWA,KWARE,SOK-KWA-08
SOK,SOK-KWA,HAMMA ALI,SOK-KWA-06
SOK,SOK-KWA,G/ MODIBBO/ G. AKWARA,SOK-KWA-04
SOK,SOK-KWA,GIDAN RUGA,SOK-KWA-05
SOK,SOK-KWA,BASANSAN,SOK-KWA-02
SOK,SOK-KWA,TUNGA MALLUMAWA,SOK-KWA-11
SOK,SOK-KWA,DURBAWA,SOK-KWA-03
SOK,SOK-KWA,TSAKE WULAKAE,SOK-KWA-10
SOK,SOK-KWA,KABANGA,SOK-KWA-07
SOK,SOK-SOU,SARKIN ADAR KWANNI,SOK-SOU-09
SOK,SOK-SOU,S/A/K/ATIKU,SOK-SOU-07
SOK,SOK-SOU,S-ZAMFARA  A,SOK-SOU-06
SOK,SOK-SOU,S/ZAMFARA 'B',SOK-SOU-08
SOK,SOK-SOU,R/DOROWA B,SOK-SOU-05
SOK,SOK-SOU,R-DOROWA  A,SOK-SOU-04
SOK,SOK-SOU,T-WADA  A,SOK-SOU-10
SOK,SOK-SOU,GAGI  C,SOK-SOU-03
SOK,SOK-SOU,GAGI 'B',SOK-SOU-02
SOK,SOK-SOU,GAGI 'A',SOK-SOU-01
SOK,SOK-NOO,SARKIN ADAR GIDAN-IGWAI,SOK-NOO-06
SOK,SOK-NOO,MAGAJIN GARI B,SOK-NOO-02
SOK,SOK-NOO,MAGAJIN GARI A,SOK-NOO-01
SOK,SOK-NOO,WAZIRI A,SOK-NOO-09
SOK,SOK-NOO,WAZIRI C,SOK-NOO-11
SOK,SOK-NOO,WAZIRI B,SOK-NOO-10
SOK,SOK-NOO,SARKIN MUSULMI A,SOK-NOO-07
SOK,SOK-NOO,MAGAJIN RAFI A,SOK-NOO-03
SOK,SOK-NOO,MAGAJIN RAFI B,SOK-NOO-04
SOK,SOK-NOO,SARKIN MUSULMI B,SOK-NOO-08
SOK,SOK-NOO,SARKIN ADAR GANDU,SOK-NOO-05
SOK,SOK-WAM,GWAMATSE,SOK-WAM-07
SOK,SOK-WAM,KAMMATA,SOK-WAM-10
SOK,SOK-WAM,WAMAKKO,SOK-WAM-11
SOK,SOK-WAM,K/KIMBA/GEDEWA,SOK-WAM-08
SOK,SOK-WAM,G/HAMIDU/G/KAYA,SOK-WAM-05
SOK,SOK-WAM,DUNDAYE/GUMBURAWA,SOK-WAM-03
SOK,SOK-WAM,G/BUBU/G/YARO,SOK-WAM-04
SOK,SOK-WAM,KALAMBAINA/GIRABSHI,SOK-WAM-09
SOK,SOK-WAM,GUMBI/WAJAKE,SOK-WAM-06
SOK,SOK-WAM,ARKILLA,SOK-WAM-01
SOK,SOK-WAM,BADO/KASARAWA,SOK-WAM-02
SOK,SOK-SIL,GANDE WEST,SOK-SIL-02
SOK,SOK-SIL,GANDE EAST,SOK-SIL-01
SOK,SOK-SIL,SILAME,SOK-SIL-10
SOK,SOK-SIL,MARAFA EAST,SOK-SIL-08
SOK,SOK-SIL,MARAFA WEST,SOK-SIL-09
SOK,SOK-SIL,KATAMI NORTH,SOK-SIL-03
SOK,SOK-SIL,KATAMI SOUTH,SOK-SIL-04
SOK,SOK-SIL,LABANI,SOK-SIL-07
SOK,SOK-SIL,KUBODU SOUTH,SOK-SIL-06
SOK,SOK-SIL,KUBODU NORTH,SOK-SIL-05
SOK,SOK-YAB,BINJIN MUZA,SOK-YAB-03
SOK,SOK-YAB,BAKALE,SOK-YAB-10
SOK,SOK-YAB,BIRNIRUWA,SOK-YAB-09
SOK,SOK-YAB,KILGORI,SOK-YAB-08
SOK,SOK-YAB,DAGAWA,SOK-YAB-05
SOK,SOK-YAB,YABO 'A',SOK-YAB-06
SOK,SOK-YAB,YABO 'B',SOK-YAB-07
SOK,SOK-YAB,BENGAJE,SOK-YAB-02
SOK,SOK-YAB,FAKKA,SOK-YAB-01
SOK,SOK-YAB,TORANKAWA,SOK-YAB-04
SOK,SOK-BOD,DINGYADI/ BADAWA,SOK-BOD-06
SOK,SOK-BOD,TULLUWA/KULAFASA,SOK-BOD-11
SOK,SOK-BOD,TAKATUKU/MADORAWA,SOK-BOD-10
SOK,SOK-BOD,BAGARAWA,SOK-BOD-02
SOK,SOK-BOD,KWACCIYAR LALLE,SOK-BOD-07
SOK,SOK-BOD,MAZAN GARI/JIRGA MIYO,SOK-BOD-08
SOK,SOK-BOD,SIFAWA/LUKUYAWA,SOK-BOD-09
SOK,SOK-BOD,BODINGA/TAUMA,SOK-BOD-04
SOK,SOK-BOD,BADAU/DARHELA,SOK-BOD-01
SOK,SOK-BOD,DANCHADI,SOK-BOD-05
SOK,SOK-BOD,BANGI/DABAGA,SOK-BOD-03
SOK,SOK-DAN,TUNTUBE/TSEHE,SOK-DAN-10
SOK,SOK-DAN,RIKINA,SOK-DAN-05
SOK,SOK-DAN,SHUNI,SOK-DAN-08
SOK,SOK-DAN,RUDU/AMANAWA,SOK-DAN-06
SOK,SOK-DAN,RUGGAR GIDADO,SOK-DAN-07
SOK,SOK-DAN,GIERE/GAJARA,SOK-DAN-04
SOK,SOK-DAN,WABABE/SALAU,SOK-DAN-11
SOK,SOK-DAN,TSAFANADE,SOK-DAN-09
SOK,SOK-DAN,DANGE,SOK-DAN-02
SOK,SOK-DAN,BODAI/JURGA,SOK-DAN-01
SOK,SOK-DAN,FAJALDU,SOK-DAN-03
SOK,SOK-TUR,DUMA,SOK-TUR-02
SOK,SOK-TUR,TSAMIYA,SOK-TUR-09
SOK,SOK-TUR,LOFA,SOK-TUR-08
SOK,SOK-TUR,FURA GIRKE,SOK-TUR-03
SOK,SOK-TUR,TURETA GARI,SOK-TUR-10
SOK,SOK-TUR,LAMBAR TURETA,SOK-TUR-07
SOK,SOK-TUR,GIDAN KARE/BIMASA,SOK-TUR-04
SOK,SOK-TUR,KURUWA,SOK-TUR-05
SOK,SOK-TUR,KWARARE,SOK-TUR-06
SOK,SOK-TUR,BARAYAR GIWA,SOK-TUR-01
SOK,SOK-SHA,JAREDI,SOK-SHA-04
SOK,SOK-SHA,DANDIN MAHE,SOK-SHA-01
SOK,SOK-SHA,HORO BIRNI,SOK-SHA-03
SOK,SOK-SHA,KAMBAMA,SOK-SHA-06
SOK,SOK-SHA,LAMBARA,SOK-SHA-07
SOK,SOK-SHA,GANGAM,SOK-SHA-02
SOK,SOK-SHA,SHAGARI,SOK-SHA-10
SOK,SOK-SHA,SANYINNAWAL,SOK-SHA-09
SOK,SOK-SHA,KAJIJI,SOK-SHA-05
SOK,SOK-SHA,MANDERA,SOK-SHA-08
SOK,SOK-TAM,SAIDA/GOSHE,SOK-TAM-09
SOK,SOK-TAM,SANYINNA,SOK-TAM-10
SOK,SOK-TAM,DOGONDAJI/SALAH,SOK-TAM-05
SOK,SOK-TAM,BARKEJI/NABAGUDA,SOK-TAM-03
SOK,SOK-TAM,BASHIRE/MAIKADA,SOK-TAM-04
SOK,SOK-TAM,TAMBUWAL/SHINFIRI,SOK-TAM-11
SOK,SOK-TAM,FAGA/ALASAN,SOK-TAM-06
SOK,SOK-TAM,BAKAYA/SABON BIRNI,SOK-TAM-02
SOK,SOK-TAM,ROMON SARKI,SOK-TAM-08
SOK,SOK-TAM,BAGIDA/LIKINGO,SOK-TAM-01
SOK,SOK-TAM,JABO/KAGARA,SOK-TAM-07
SOK,SOK-KEB,MARGAI - A,SOK-KEB-06
SOK,SOK-KEB,MARGAI - B,SOK-KEB-07
SOK,SOK-KEB,KEBBE WEST,SOK-KEB-04
SOK,SOK-KEB,KEBBE EAST,SOK-KEB-03
SOK,SOK-KEB,GIRKAU,SOK-KEB-02
SOK,SOK-KEB,UNGUSHI,SOK-KEB-10
SOK,SOK-KEB,SANGI,SOK-KEB-09
SOK,SOK-KEB,KUCHI,SOK-KEB-05
SOK,SOK-KEB,NASAGUDU,SOK-KEB-08
SOK,SOK-KEB,FAKKU,SOK-KEB-01
ZAM,ZAM-GUM,GAYARI,ZAM-GUM-06
ZAM,ZAM-GUM,ILLELAR AWAL,ZAM-GUM-08
ZAM,ZAM-GUM,FELFELDU / GAMO,ZAM-GUM-05
ZAM,ZAM-GUM,BIRNIN MAGAJI,ZAM-GUM-02
ZAM,ZAM-GUM,FALALE,ZAM-GUM-04
ZAM,ZAM-GUM,BIRNIN TUDU,ZAM-GUM-03
ZAM,ZAM-GUM,MAGAJIN GARI,ZAM-GUM-09
ZAM,ZAM-GUM,SHIYAR RAFI,ZAM-GUM-10
ZAM,ZAM-GUM,UBANDAWAKI,ZAM-GUM-11
ZAM,ZAM-GUM,GYALANGE,ZAM-GUM-07
ZAM,ZAM-GUM,BARDOKI,ZAM-GUM-01
ZAM,ZAM-BUK,ZAUMA,ZAM-BUK-10
ZAM,ZAM-BUK,BUKKUYUM,ZAM-BUK-02
ZAM,ZAM-BUK,RUWAN JEMA,ZAM-BUK-07
ZAM,ZAM-BUK,YASHI,ZAM-BUK-08
ZAM,ZAM-BUK,MASAMA,ZAM-BUK-05
ZAM,ZAM-BUK,ZARUMMAI,ZAM-BUK-09
ZAM,ZAM-BUK,NASARAWA,ZAM-BUK-06
ZAM,ZAM-BUK,GWASHI,ZAM-BUK-03
ZAM,ZAM-BUK,ADABKA,ZAM-BUK-01
ZAM,ZAM-BUK,KYARAM,ZAM-BUK-04
ZAM,ZAM-ANK,BARAYAR-ZAKI,ZAM-ANK-02
ZAM,ZAM-ANK,MATSERI,ZAM-ANK-06
ZAM,ZAM-ANK,WARAMU,ZAM-ANK-08
ZAM,ZAM-ANK,GALADIMA,ZAM-ANK-04
ZAM,ZAM-ANK,DAN GALADIMA,ZAM-ANK-03
ZAM,ZAM-ANK,MAGAJI,ZAM-ANK-05
ZAM,ZAM-ANK,YAR SABAYA,ZAM-ANK-10
ZAM,ZAM-ANK,WUYA,ZAM-ANK-09
ZAM,ZAM-ANK,BAGEGA,ZAM-ANK-01
ZAM,ZAM-ANK,SABON BIRINI,ZAM-ANK-07
ZAM,ZAM-BAK,NASARAWA,ZAM-BAK-08
ZAM,ZAM-BAK,DANKADU,ZAM-BAK-04
ZAM,ZAM-BAK,BIRNIN TUDU,ZAM-BAK-02
ZAM,ZAM-BAK,RINI,ZAM-BAK-09
ZAM,ZAM-BAK,YARKUFOJI,ZAM-BAK-06
ZAM,ZAM-BAK,DANMANAU,ZAM-BAK-05
ZAM,ZAM-BAK,BAKURA,ZAM-BAK-01
ZAM,ZAM-BAK,YARGEDA,ZAM-BAK-10
ZAM,ZAM-BAK,DAMRI,ZAM-BAK-03
ZAM,ZAM-BAK,DAKKO,ZAM-BAK-07
ZAM,ZAM-TAL,SHIYAR KAYAYE/MATUSGI,ZAM-TAL-10
ZAM,ZAM-TAL,TAKE TSABA/MAKERA,ZAM-TAL-11
ZAM,ZAM-TAL,SHIYAR GALADIMA,ZAM-TAL-09
ZAM,ZAM-TAL,RUWAN BORE,ZAM-TAL-06
ZAM,ZAM-TAL,SAUNA R/ GORA,ZAM-TAL-08
ZAM,ZAM-TAL,GARBADU,ZAM-TAL-01
ZAM,ZAM-TAL,MORAI,ZAM-TAL-05
ZAM,ZAM-TAL,KAGARA,ZAM-TAL-04
ZAM,ZAM-TAL,GWARAM,ZAM-TAL-02
ZAM,ZAM-TAL,JANGEBE,ZAM-TAL-03
ZAM,ZAM-TAL,RUWAN GIZO,ZAM-TAL-07
ZAM,ZAM-MAN,GORA,ZAM-MAN-04
ZAM,ZAM-MAN,JANBAKO,ZAM-MAN-06
ZAM,ZAM-MAN,FARU / MAGAMI,ZAM-MAN-03
ZAM,ZAM-MAN,KAYA,ZAM-MAN-07
ZAM,ZAM-MAN,TSIBIRI,ZAM-MAN-10
ZAM,ZAM-MAN,GIDAN GOGA,ZAM-MAN-05
ZAM,ZAM-MAN,MARADUN NORTH,ZAM-MAN-08
ZAM,ZAM-MAN,MARADUN NORTH,ZAM-MAN-09
ZAM,ZAM-MAN,MARADUN SOUTH,ZAM-MAN-09
ZAM,ZAM-MAN,DAMAGA / DAMAGIWA,ZAM-MAN-02
ZAM,ZAM-MAN,DOSARA/BIRNIN KAYA,ZAM-MAN-01
ZAM,ZAM-SHI,KATURU,ZAM-SHI-05
ZAM,ZAM-SHI,SHANAWA,ZAM-SHI-10
ZAM,ZAM-SHI,SHINKAFI NORTH,ZAM-SHI-08
ZAM,ZAM-SHI,SHINKAFI SOUTH,ZAM-SHI-09
ZAM,ZAM-SHI,KWARE,ZAM-SHI-06
ZAM,ZAM-SHI,KURYA,ZAM-SHI-07
ZAM,ZAM-SHI,BADARAWA,ZAM-SHI-01
ZAM,ZAM-SHI,JANGERU,ZAM-SHI-04
ZAM,ZAM-SHI,GALADI,ZAM-SHI-03
ZAM,ZAM-SHI,CHIKI,ZAM-SHI-02
ZAM,ZAM-ZUR,KWASHABAWA,ZAM-ZUR-06
ZAM,ZAM-ZUR,YAN BUKI-DUTSI,ZAM-ZUR-06
ZAM,ZAM-ZUR,RUKUDAWA,ZAM-ZUR-09
ZAM,ZAM-ZUR,ZURMI,ZAM-ZUR-11
ZAM,ZAM-ZUR,YAN BUKI-DUTSI,ZAM-ZUR-10
ZAM,ZAM-ZUR,GALADIMA-YANRUWA,ZAM-ZUR-04
ZAM,ZAM-ZUR,DOLE,ZAM-ZUR-03
ZAM,ZAM-ZUR,BOKO,ZAM-ZUR-01
ZAM,ZAM-ZUR,KANWA,ZAM-ZUR-05
ZAM,ZAM-ZUR,DAURAN-BIRNIN TSABA,ZAM-ZUR-02
ZAM,ZAM-BIR,BIRNIN MAGAJI,ZAM-BIR-01
ZAM,ZAM-BIR,NASARAWA GODAL EAST,ZAM-BIR-09
ZAM,ZAM-BIR,DANFAMI SABON BIRINI,ZAM-BIR-02
ZAM,ZAM-BIR,NASARAWA GODAL WEST,ZAM-BIR-10
ZAM,ZAM-BIR,MODOMAWA EAST,ZAM-BIR-07
ZAM,ZAM-BIR,MODOMAWA WEST,ZAM-BIR-08
ZAM,ZAM-BIR,GORA,ZAM-BIR-03
ZAM,ZAM-BIR,KIYAWA,ZAM-BIR-06
ZAM,ZAM-BIR,GUSAMI GARI,ZAM-BIR-04
ZAM,ZAM-BIR,GUSAMI HAYI,ZAM-BIR-05
ZAM,ZAM-KAU,YANKABA,ZAM-KAU-11
ZAM,ZAM-KAU,KUNGURKI,ZAM-KAU-06
ZAM,ZAM-KAU,GALADIMA DAN GALADIMA,ZAM-KAU-04
ZAM,ZAM-KAU,S/BAURA/S/MAFARA,ZAM-KAU-10
ZAM,ZAM-KAU,GABAKE,ZAM-KAU-03
ZAM,ZAM-KAU,BANGA,ZAM-KAU-01
ZAM,ZAM-KAU,SAKAJIKI,ZAM-KAU-09
ZAM,ZAM-KAU,KURYA MADARO,ZAM-KAU-07
ZAM,ZAM-KAU,KYAM BARAWA,ZAM-KAU-08
ZAM,ZAM-KAU,KAGARA,ZAM-KAU-05
ZAM,ZAM-KAU,DAN  ISA,ZAM-KAU-02
ZAM,ZAM-TSA,YANDOTON DAJI,ZAM-TSA-03
ZAM,ZAM-TSA,KWAREN GANUWA,ZAM-TSA-01
ZAM,ZAM-TSA,KETA_KIZARA,ZAM-TSA-07
ZAM,ZAM-TSA,DANJIBGA_KUNCHIN  KALGO,ZAM-TSA-05
ZAM,ZAM-TSA,TSAFE,ZAM-TSA-08
ZAM,ZAM-TSA,CHEDIYA,ZAM-TSA-09
ZAM,ZAM-TSA,BILBIS,ZAM-TSA-11
ZAM,ZAM-TSA,YAN WAREN DAJI,ZAM-TSA-10
ZAM,ZAM-TSA,YANKUZO A,ZAM-TSA-04
ZAM,ZAM-TSA,DAUKI,ZAM-TSA-06
ZAM,ZAM-GUS,WONAKA,ZAM-GUS-11
ZAM,ZAM-GUS,RUWAN BORE,ZAM-GUS-07
ZAM,ZAM-GUS,MADA,ZAM-GUS-03
ZAM,ZAM-GUS,TUDUN WADA,ZAM-GUS-09
ZAM,ZAM-GUS,RIJIYA,ZAM-GUS-06
ZAM,ZAM-GUS,SABON GARI,ZAM-GUS-08
ZAM,ZAM-GUS,GALADIMA,ZAM-GUS-01
ZAM,ZAM-GUS,MADAWAKI,ZAM-GUS-02
ZAM,ZAM-GUS,MAYANA,ZAM-GUS-05
ZAM,ZAM-GUS,MAGAMI,ZAM-GUS-04
ZAM,ZAM-GUS,WANKE,ZAM-GUS-10
ZAM,ZAM-BUN,GADA/KARAKKAI,ZAM-BUN-05
ZAM,ZAM-BUN,NAHUCE,ZAM-BUN-06
ZAM,ZAM-BUN,GADA_KARAKKAI,ZAM-BUN-05
ZAM,ZAM-BUN,RAWAYYA/ BELA,ZAM-BUN-08
ZAM,ZAM-BUN,SAMAWA,ZAM-BUN-09
ZAM,ZAM-BUN,TOFA,ZAM-BUN-11
ZAM,ZAM-BUN,KWATARKWASHI,ZAM-BUN-07
ZAM,ZAM-BUN,SANKALAWA,ZAM-BUN-10
ZAM,ZAM-BUN,BUNGUDU,ZAM-BUN-03
ZAM,ZAM-BUN,FURFURI/KWAIKWAI,ZAM-BUN-04
ZAM,ZAM-BUN,BINGI NORTH,ZAM-BUN-01
ZAM,ZAM-BUN,BINGI SOUTH,ZAM-BUN-02
ZAM,ZAM-BUN,BINGI SOUTH,ZAM-BUN-05
ZAM,ZAM-MAU,MAYANCHI,ZAM-MAU-09
ZAM,ZAM-MAU,MARU,ZAM-MAU-08
ZAM,ZAM-MAU,KANOMA,ZAM-MAU-06
ZAM,ZAM-MAU,BINGI,ZAM-MAU-02
ZAM,ZAM-MAU,BINDIN,ZAM-MAU-01
ZAM,ZAM-MAU,DAN GULBI,ZAM-MAU-03
ZAM,ZAM-MAU,DAN KURMI,ZAM-MAU-04
ZAM,ZAM-MAU,KUYAN BANA,ZAM-MAU-07
ZAM,ZAM-MAU,DAN SADAU,ZAM-MAU-05
KAT,KAT-BAU,YANDUNA,KAT-BAU-09
KAT,KAT-BAU,AGALA,KAT-BAU-12
KAT,KAT-BAU,MAI BARA,KAT-BAU-10
KAT,KAT-BAU,MUDURI,KAT-BAU-04
KAT,KAT-BAU,HUI,KAT-BAU-11
KAT,KAT-BAU,UNGUWAR RAI,KAT-BAU-06
KAT,KAT-BAU,GARKI,KAT-BAU-08
KAT,KAT-BAU,BAURE,KAT-BAU-05
KAT,KAT-BAU,KAGARA/FASKI,KAT-BAU-07
KAT,KAT-BAU,TARAMNAWA/BARE,KAT-BAU-03
KAT,KAT-BAU,YANMAULU,KAT-BAU-01
KAT,KAT-BAU,BABBAN MUTUM,KAT-BAU-02
KAT,KAT-ZAN,DARGAGE,KAT-ZAN-05
KAT,KAT-ZAN,SARA,KAT-ZAN-04
KAT,KAT-ZAN,ZANGO,KAT-ZAN-03
KAT,KAT-ZAN,YARDAJE,KAT-ZAN-01
KAT,KAT-ZAN,KANDA,KAT-ZAN-02
KAT,KAT-ZAN,ROGOGO/CIDARI,KAT-ZAN-06
KAT,KAT-ZAN,GARNI,KAT-ZAN-07
KAT,KAT-ZAN,KAWARIN MALAMAI,KAT-ZAN-10
KAT,KAT-ZAN,GWAMBA,KAT-ZAN-08
KAT,KAT-ZAN,KAWARIN KUDI,KAT-ZAN-09
KAT,KAT-SAN,FAGO 'B',KAT-SAN-07
KAT,KAT-SAN,RADE 'B',KAT-SAN-09
KAT,KAT-SAN,DANEJI 'B',KAT-SAN-05
KAT,KAT-SAN,DANEJI 'A',KAT-SAN-04
KAT,KAT-SAN,RADE 'A',KAT-SAN-08
KAT,KAT-SAN,FAGO 'A',KAT-SAN-06
KAT,KAT-SAN,SANDAMU,KAT-SAN-01
KAT,KAT-SAN,KARKARKU,KAT-SAN-02
KAT,KAT-SAN,KWASARAWA,KAT-SAN-03
KAT,KAT-SAN,KAGARE,KAT-SAN-11
KAT,KAT-SAN,KATSAYAL,KAT-SAN-10
KAT,KAT-DUI,SIRIKA A,KAT-DUI-08
KAT,KAT-DUI,YAMELB,KAT-DUI-07
KAT,KAT-DUI,SIRIKA B,KAT-DUI-09
KAT,KAT-DUI,KAYAWA,KAT-DUI-10
KAT,KAT-DUI,RUWAN KAYA B,KAT-DUI-03
KAT,KAT-DUI,YAMEL A,KAT-DUI-06
KAT,KAT-DUI,DUTSI B,KAT-DUI-05
KAT,KAT-DUI,DUTSI A,KAT-DUI-04
KAT,KAT-DUI,DAN AUNAI,KAT-DUI-01
KAT,KAT-DUI,RUWAN KAYA A,KAT-DUI-02
KAT,KAT-DAU,MAZOJI B,KAT-DAU-07
KAT,KAT-DAU,MADOBI A,KAT-DAU-10
KAT,KAT-DAU,MADOBI B,KAT-DAU-11
KAT,KAT-DAU,MAZOJI A,KAT-DAU-06
